index,n,digits_Q47n,log10_n
992,290861512440,530,11.463686
993,290878660203,530,11.463712
994,291468694543,530,11.464592
995,292432165976,530,11.466025
996,292497081987,530,11.466122
997,292592126880,530,11.466263
998,293399003189,530,11.467459
999,294351500612,530,11.468866
1000,294867388306,530,11.469627
1001,295057045039,530,11.469906
1002,295069635754,530,11.469925
1003,295213703001,530,11.470137
1004,295412965349,530,11.470430
1005,295519703299,530,11.470586
1006,295968753066,530,11.471246
1007,296930133781,530,11.472654
1008,297052029824,530,11.472833
1009,297072554688,530,11.472863
1010,297199366235,530,11.473048
1011,297472316536,530,11.473447
1012,298178340389,530,11.474476
1013,298291617971,530,11.474641
1014,298307448228,530,11.474664
1015,298340396425,530,11.474712
1016,298580822703,530,11.475062
1017,298793676693,530,11.475371
1018,298798491393,530,11.475378
1019,298899483158,530,11.475525
1020,299036179108,530,11.475724
1021,299284622387,530,11.476084
1022,299657694214,530,11.476625
1023,299951935299,530,11.477052
1024,300002527488,530,11.477125
1025,300381022155,530,11.477672
1026,300410086382,530,11.477715
1027,300494739107,530,11.477837
1028,300574810047,530,11.477953
1029,300972903853,530,11.478527
1030,301070255919,530,11.478668
1031,301559134867,530,11.479372
1032,301668525522,530,11.479530
1033,301837901138,530,11.479774
1034,302053401017,530,11.480084
1035,302130413770,530,11.480194
1036,302247300633,530,11.480362
1037,302956239561,530,11.481380
1038,303529910702,530,11.482201
1039,303753816560,530,11.482522
1040,303806422223,530,11.482597
1041,303985115325,530,11.482852
1042,303995515975,530,11.482867
1043,305013034547,530,11.484318
1044,305028385174,530,11.484340
1045,305195422095,530,11.484578
1046,305541079273,530,11.485070
1047,306302552724,531,11.486151
1048,306857477717,531,11.486937
1049,307082389831,531,11.487255
1050,307312848901,531,11.487581
1051,307902357523,531,11.488413
1052,308096388596,531,11.488687
1053,308160025834,531,11.488776
1054,308908859534,531,11.489830
1055,309373184516,531,11.490483
1056,309712833671,531,11.490959
1057,309901601545,531,11.491224
1058,310003994850,531,11.491367
1059,310075108192,531,11.491467
1060,310894073375,531,11.492612
1061,310960654646,531,11.492705
1062,311215351639,531,11.493061
1063,311306182941,531,11.493188
1064,311549952672,531,11.493528
1065,311677918922,531,11.493706
1066,311955982376,531,11.494093
1067,311976621742,531,11.494122
1068,312227753840,531,11.494472
1069,313069677419,531,11.495641
1070,313497014891,531,11.496233
1071,313569469803,531,11.496334
1072,313881077237,531,11.496765
1073,314331692160,531,11.497388
1074,314352603962,531,11.497417
1075,314563885655,531,11.497709
1076,315012223295,531,11.498327
1077,315097003253,531,11.498444
1078,315238636029,531,11.498639
1079,316720671583,531,11.500676
1080,317099521106,531,11.501196
1081,317145989684,531,11.501259
1082,317165615320,531,11.501286
1083,317226277792,531,11.501369
1084,317368931153,531,11.501564
1085,317464831939,531,11.501696
1086,317689849937,531,11.502003
1087,319162284130,531,11.504012
1088,319186568118,531,11.504045
1089,319745759624,531,11.504805
1090,319798685158,531,11.504877
1091,319830231875,531,11.504920
1092,319918763266,531,11.505040
1093,320256597206,531,11.505498
1094,320328605157,531,11.505596
1095,320448470761,531,11.505758
1096,320626906664,531,11.506000
1097,320909279607,531,11.506382
1098,321855079173,532,11.507660
1099,322801206843,532,11.508935
1100,323432656615,532,11.509784
1101,323448090517,532,11.509805
1102,323651767738,532,11.510078
1103,323954019378,532,11.510483
1104,324116053023,532,11.510701
1105,324285623263,532,11.510928
1106,324764024618,532,11.511568
1107,326224021411,532,11.513516
1108,326279091797,532,11.513589
1109,326562596099,532,11.513966
1110,327472328714,532,11.515175
1111,328182656437,532,11.516116
1112,328423226576,532,11.516434
1113,329367640911,532,11.517681
1114,329458096225,532,11.517800
1115,329845526114,532,11.518311
1116,329854029355,532,11.518322
1117,329975076356,532,11.518481
1118,330062725262,532,11.518596
1119,330844493129,532,11.519624
1120,330954443714,532,11.519768
1121,331320976622,532,11.520249
1122,331328076000,532,11.520258
1123,331448261816,532,11.520416
1124,331614902742,532,11.520634
1125,331708076364,532,11.520756
1126,331787512766,532,11.520860
1127,331854996562,532,11.520948
1128,332079842401,532,11.521243
1129,332101198333,532,11.521270
1130,332833998236,532,11.522228
1131,332873617457,532,11.522279
1132,332895146369,532,11.522307
1133,332903542891,532,11.522318
1134,332909495318,532,11.522326
1135,332958632338,532,11.522390
1136,333213765075,532,11.522723
1137,333458073842,532,11.523041
1138,333593266943,532,11.523217
1139,333641165726,532,11.523280
1140,334616890666,532,11.524548
1141,334618009587,532,11.524549
1142,335024168351,532,11.525076
1143,335101136097,532,11.525176
1144,335177415658,532,11.525275
1145,335449300166,532,11.525627
1146,335503103784,532,11.525697
1147,336308986227,532,11.526738
1148,336478427616,532,11.526957
1149,337377183776,532,11.528116
1150,337419903811,532,11.528171
1151,338051716934,533,11.528983
1152,338598272004,533,11.529685
1153,338611385223,533,11.529702
1154,338631383637,533,11.529727
1155,338975031485,533,11.530168
1156,339485342599,533,11.530821
1157,339512354332,533,11.530856
1158,339990685092,533,11.531467
1159,340172752297,533,11.531700
1160,340687990827,533,11.532357
1161,341800952295,533,11.533773
1162,342487197658,533,11.534644
1163,342535383371,533,11.534705
1164,343023348159,533,11.535324
1165,343103451422,533,11.535425
1166,343137644700,533,11.535468
1167,343515090404,533,11.535946
1168,344308901426,533,11.536948
1169,344459828847,533,11.537139
1170,344719978598,533,11.537466
1171,344912809086,533,11.537709
1172,345027251791,533,11.537853
1173,345069398003,533,11.537906
1174,345419210356,533,11.538346
1175,345851106217,533,11.538889
1176,346750371510,533,11.540017
1177,346764214729,533,11.540034
1178,346771485006,533,11.540043
1179,346799972683,533,11.540079
1180,347182206692,533,11.540557
1181,347284328184,533,11.540685
1182,347495978627,533,11.540950
1183,347795899345,533,11.541324
1184,348667284231,533,11.542411
1185,349585666162,533,11.543554
1186,350032529925,533,11.544108
1187,350052831313,533,11.544134
1188,350105966141,533,11.544200
1189,350118929558,533,11.544216
1190,350214084430,533,11.544334
1191,350656690893,533,11.544882
1192,351292134581,533,11.545668
1193,351393577925,533,11.545794
1194,351399068752,533,11.545801
1195,351432894221,533,11.545842
1196,351545785839,533,11.545982
1197,351658128626,533,11.546121
1198,352365817609,533,11.546994
1199,352504402950,533,11.547165
1200,352572434111,533,11.547248
1201,352949111662,533,11.547712
1202,353117044013,533,11.547919
1203,353121571012,533,11.547924
1204,353571097470,533,11.548477
1205,354138261228,533,11.549173
1206,354168527797,533,11.549210
1207,354526805180,533,11.549649
1208,354565853645,533,11.549697
1209,355262801638,533,11.550550
1210,356269307570,534,11.551778
1211,356685302143,534,11.552285
1212,356980338304,534,11.552644
1213,357814867982,534,11.553658
1214,358363128133,534,11.554323
1215,358504022838,534,11.554494
1216,358779559094,534,11.554828
1217,358996881699,534,11.555091
1218,359729595374,534,11.555976
1219,360210675256,534,11.556557
1220,360293992120,534,11.556657
1221,360382604335,534,11.556764
1222,360576729186,534,11.556998
1223,360747430666,534,11.557203
1224,361101520460,534,11.557629
1225,362072209233,534,11.558795
1226,362462223971,534,11.559263
1227,362718408987,534,11.559570
1228,362875698294,534,11.559758
1229,364015221080,534,11.561120
1230,364142299722,534,11.561271
1231,364498150177,534,11.561695
1232,364895436738,534,11.562168
1233,365202174103,534,11.562533
1234,366979171943,534,11.564641
1235,367219195396,534,11.564925
1236,367759500793,534,11.565564
1237,367815178456,534,11.565630
1238,368497304275,534,11.566434
1239,368740371932,534,11.566721
1240,369071937552,534,11.567111
1241,369429806760,534,11.567532
1242,369786014330,534,11.567950
1243,369884744460,534,11.568066
1244,370107859350,534,11.568328
1245,370200792725,534,11.568437
1246,370440858737,534,11.568719
1247,370883554777,534,11.569238
1248,371080983784,534,11.569469
1249,371327604667,534,11.569757
1250,371372101044,534,11.569809
1251,371645495906,534,11.570129
1252,372239517151,534,11.570822
1253,372378497298,534,11.570985
1254,372433726302,534,11.571049
1255,373933961754,535,11.572795
1256,375447515129,535,11.574549
1257,375532741771,535,11.574648
1258,375861884417,535,11.575028
1259,376009121931,535,11.575198
1260,376792971784,535,11.576103
1261,376946144201,535,11.576279
1262,376948725682,535,11.576282
1263,377053978733,535,11.576404
1264,377192900940,535,11.576564
1265,377587291212,535,11.577017
1266,378227896040,535,11.577754
1267,379654139599,535,11.579388
1268,379853542635,535,11.579616
1269,380200428025,535,11.580013
1270,380461351404,535,11.580311
1271,380796626952,535,11.580693
1272,380802225331,535,11.580699
1273,380813122739,535,11.580712
1274,381238871704,535,11.581197
1275,381368235387,535,11.581345
1276,381470684232,535,11.581461
1277,381480644956,535,11.581473
1278,381849990532,535,11.581893
1279,382360871360,535,11.582473
1280,382384593622,535,11.582500
1281,382439877356,535,11.582563
1282,382724403382,535,11.582886
1283,383103181179,535,11.583316
1284,383145172437,535,11.583363
1285,383474707800,535,11.583737
1286,383798211327,535,11.584103
1287,384106038708,535,11.584451
1288,384307064468,535,11.584678
1289,384327440033,535,11.584701
1290,384695109250,535,11.585117
1291,385370213956,535,11.585878
1292,385487283125,535,11.586010
1293,385542741004,535,11.586073
1294,386333646053,535,11.586963
1295,386411053615,535,11.587050
1296,386686640792,535,11.587359
1297,387007897309,535,11.587720
1298,387042622125,535,11.587759
1299,387715956280,535,11.588514
1300,387861616805,535,11.588677
1301,387915004555,535,11.588737
1302,388049420690,535,11.588887
1303,388623411757,535,11.589529
1304,388808081433,535,11.589735
1305,389005738621,535,11.589956
1306,389319304683,535,11.590306
1307,389403377151,535,11.590400
1308,389497971696,535,11.590505
1309,390432045976,535,11.591545
1310,390717182282,535,11.591863
1311,391635327108,535,11.592882
1312,391700674207,535,11.592954
1313,391847849550,535,11.593117
1314,391879433163,535,11.593152
1315,392489491803,535,11.593828
1316,392898126987,536,11.594280
1317,392904039535,536,11.594286
1318,393301194697,536,11.594725
1319,394107578004,536,11.595615
1320,394412247018,536,11.595950
1321,394654565617,536,11.596217
1322,395135274141,536,11.596746
1323,395589726575,536,11.597245
1324,395756867910,536,11.597428
1325,395979693027,536,11.597673
1326,396312421515,536,11.598038
1327,396382000974,536,11.598114
1328,396893666801,536,11.598674
1329,397544406180,536,11.599386
1330,397952019318,536,11.599831
1331,398102571077,536,11.599995
1332,398191724512,536,11.600092
1333,398960853479,536,11.600930
1334,398990864465,536,11.600963
1335,400078384656,536,11.602145
1336,400527753110,536,11.602633
1337,400845595787,536,11.602977
1338,401021185762,536,11.603167
1339,401109092558,536,11.603263
1340,401265665633,536,11.603432
1341,403181899785,536,11.605501
1342,403737344337,536,11.606099
1343,403935462045,536,11.606312
1344,404199003212,536,11.606595
1345,404735672348,536,11.607171
1346,405196161327,536,11.607665
1347,405302602053,536,11.607779
1348,405419199335,536,11.607904
1349,405983110560,536,11.608508
1350,406152262649,536,11.608689
1351,406310493530,536,11.608858
1352,406332613747,536,11.608882
1353,406427524771,536,11.608983
1354,406514264290,536,11.609076
1355,406689979513,536,11.609263
1356,407003810584,536,11.609598
1357,408290674402,536,11.610969
1358,409815380113,536,11.612588
1359,409917672982,536,11.612697
1360,411264953412,536,11.614122
1361,411986219397,536,11.614883
1362,412696941942,536,11.615631
1363,412854540914,536,11.615797
1364,413238173605,537,11.616200
1365,414784303032,537,11.617822
1366,415739392287,537,11.618821
1367,416142821761,537,11.619242
1368,416425013475,537,11.619537
1369,416479590556,537,11.619594
1370,416831915041,537,11.619961
1371,416933320275,537,11.620067
1372,417044241111,537,11.620182
1373,417747157698,537,11.620914
1374,418680449329,537,11.621883
1375,418848847466,537,11.622057
1376,418919916955,537,11.622131
1377,419202323532,537,11.622424
1378,419816232074,537,11.623059
1379,419847145126,537,11.623091
1380,420593916511,537,11.623863
1381,421268588075,537,11.624559
1382,421527048479,537,11.624825
1383,422063851744,537,11.625378
1384,422419715495,537,11.625744
1385,422432577379,537,11.625757
1386,422472559305,537,11.625799
1387,422725970958,537,11.626059
1388,422846612925,537,11.626183
1389,422853257912,537,11.626190
1390,423476427139,537,11.626829
1391,424692610042,537,11.628075
1392,424970529103,537,11.628359
1393,425978779600,537,11.629388
1394,427055350563,537,11.630484
1395,427710200031,537,11.631150
1396,428022544351,537,11.631467
1397,428416261368,537,11.631866
1398,428500460953,537,11.631951
1399,428850578890,537,11.632306
1400,429270974006,537,11.632732
1401,429540495963,537,11.633004
1402,429833413465,537,11.633300
1403,431237894616,537,11.634717
1404,431298337991,537,11.634778
1405,431918678110,537,11.635402
1406,432462808240,537,11.635949
1407,432762463433,537,11.636250
1408,432903584427,537,11.636391
1409,433060766210,537,11.636549
1410,433110344847,537,11.636599
1411,433738603886,537,11.637228
1412,433886906042,537,11.637377
1413,434482935986,538,11.637973
1414,435946206402,538,11.639433
1415,436247119976,538,11.639733
1416,437081076264,538,11.640562
1417,437724170082,538,11.641201
1418,438020665813,538,11.641495
1419,438108973498,538,11.641582
1420,438803864679,538,11.642270
1421,438838690474,538,11.642305
1422,439130697940,538,11.642594
1423,439403306179,538,11.642863
1424,439988579973,538,11.643441
1425,440326138552,538,11.643774
1426,440602608603,538,11.644047
1427,441784088139,538,11.645210
1428,441803128712,538,11.645229
1429,442458380985,538,11.645872
1430,442775280851,538,11.646183
1431,443849881130,538,11.647236
1432,444238041180,538,11.647616
1433,444469150761,538,11.647842
1434,444961383819,538,11.648322
1435,445944913645,538,11.649281
1436,446014101034,538,11.649349
1437,446767653278,538,11.650082
1438,447071359873,538,11.650377
1439,447204198497,538,11.650506
1440,447402574022,538,11.650698
1441,447458776747,538,11.650753
1442,447618641984,538,11.650908
1443,449852864932,538,11.653070
1444,451092931914,538,11.654266
1445,451227643348,538,11.654396
1446,451799478170,538,11.654946
1447,451946256861,538,11.655087
1448,453083448095,538,11.656178
1449,454551084861,538,11.657583
1450,454584638265,538,11.657615
1451,454718547341,538,11.657743
1452,454811294659,538,11.657831
1453,455727448499,538,11.658705
1454,456744671908,539,11.659673
1455,456927489088,539,11.659847
1456,457287787700,539,11.660190
1457,457425721248,539,11.660321
1458,457895229958,539,11.660766
1459,458116191560,539,11.660976
1460,458200466397,539,11.661056
1461,458621355921,539,11.661454
1462,459059125234,539,11.661869
1463,459177959975,539,11.661981
1464,459480764244,539,11.662267
1465,459550052436,539,11.662333
1466,459610499827,539,11.662390
1467,459783047496,539,11.662553
1468,460059364796,539,11.662814
1469,460261986028,539,11.663005
1470,460857766299,539,11.663567
1471,461122750500,539,11.663817
1472,461464163583,539,11.664138
1473,461669042385,539,11.664331
1474,462036253055,539,11.664676
1475,462053666762,539,11.664692
1476,462551948894,539,11.665161
1477,462618605264,539,11.665223
1478,464060284162,539,11.666574
1479,464209789602,539,11.666714
1480,464292103790,539,11.666791
1481,464609147028,539,11.667088
1482,464698723503,539,11.667171
1483,465014203762,539,11.667466
1484,465022944660,539,11.667474
1485,465779640729,539,11.668181
1486,465952101388,539,11.668341
1487,466182859896,539,11.668556
1488,466505009464,539,11.668856
1489,466761411994,539,11.669095
1490,466997183054,539,11.669314
1491,467516105898,539,11.669797
1492,467888914366,539,11.670143
1493,468283696832,539,11.670509
1494,468395974908,539,11.670613
1495,468846049820,539,11.671030
1496,468988189945,539,11.671162
1497,469399326109,539,11.671542
1498,469555011154,539,11.671686
1499,469973792398,539,11.672074
1500,470651620218,539,11.672700
1501,470700470797,539,11.672745
1502,470718034707,539,11.672761
1503,470944850270,539,11.672970
1504,471412292880,539,11.673401
1505,471731752463,539,11.673695
1506,472216360376,539,11.674141
1507,472729725776,539,11.674613
1508,473004315910,539,11.674865
1509,473784467142,539,11.675581
1510,473927104397,539,11.675712
1511,473963740085,539,11.675745
1512,474422421626,539,11.676165
1513,474448710754,539,11.676189
1514,474748975610,539,11.676464
1515,475396990394,539,11.677056
1516,475543291374,539,11.677190
1517,476401075575,539,11.677973
1518,476806185541,539,11.678342
1519,477648022040,539,11.679108
1520,478410669612,539,11.679801
1521,478435866784,539,11.679824
1522,478772487598,539,11.680129
1523,478869817597,539,11.680217
1524,478992567731,539,11.680329
1525,479232376990,539,11.680546
1526,479236404005,539,11.680550
1527,479244776343,539,11.680557
1528,479399567549,539,11.680698
1529,480276216594,540,11.681491
1530,480322090117,540,11.681533
1531,480422410157,540,11.681623
1532,480687486888,540,11.681863
1533,481088292735,540,11.682225
1534,481093908934,540,11.682230
1535,481464457877,540,11.682564
1536,481603578094,540,11.682690
1537,481674119649,540,11.682753
1538,482429534630,540,11.683434
1539,482669090393,540,11.683649
1540,483465533070,540,11.684366
1541,483597786043,540,11.684484
1542,484107102849,540,11.684941
1543,484200842523,540,11.685026
1544,485179848998,540,11.685903
1545,485477461019,540,11.686169
1546,485535275131,540,11.686221
1547,485663889781,540,11.686336
1548,485855544204,540,11.686507
1549,486307633758,540,11.686911
1550,486370735317,540,11.686967
1551,486997605302,540,11.687527
1552,487001255597,540,11.687530
1553,487040088614,540,11.687565
1554,487086582047,540,11.687606
1555,487588434667,540,11.688053
1556,487752359135,540,11.688199
1557,488482900993,540,11.688849
1558,488613558910,540,11.688966
1559,488721890849,540,11.689062
1560,488979100946,540,11.689290
1561,490460975121,540,11.690604
1562,490559474920,540,11.690692
1563,491047461643,540,11.691123
1564,491084992980,540,11.691157
1565,492024384091,540,11.691987
1566,492098393084,540,11.692052
1567,492210266322,540,11.692151
1568,492595995075,540,11.692491
1569,492619310960,540,11.692511
1570,493350973741,540,11.693156
1571,493657839249,540,11.693426
1572,494315922561,540,11.694005
1573,494379182361,540,11.694060
1574,494421757646,540,11.694098
1575,494758698125,540,11.694393
1576,495003259887,540,11.694608
1577,495174056274,540,11.694758
1578,495304667138,540,11.694872
1579,495650682126,540,11.695176
1580,495690411478,540,11.695211
1581,495813818107,540,11.695319
1582,496028829180,540,11.695507
1583,496172718544,540,11.695633
1584,496395000446,540,11.695827
1585,496408198018,540,11.695839
1586,496489880817,540,11.695910
1587,497007313001,540,11.696363
1588,497101217329,540,11.696445
1589,497132513121,540,11.696472
1590,498080342139,540,11.697299
1591,498316456045,540,11.697505
1592,498785279242,540,11.697914
1593,498949423059,540,11.698057
1594,499995961220,540,11.698966
1595,500017278475,540,11.698985
1596,500192802715,540,11.699137
1597,500311987088,540,11.699241
1598,500576303993,540,11.699470
1599,500993108892,540,11.699832
1600,501273494434,540,11.700075
1601,501551872258,540,11.700316
1602,502793212907,540,11.701389
1603,503672756059,540,11.702148
1604,504066487732,540,11.702488
1605,504107284757,540,11.702523
1606,504157715842,540,11.702566
1607,504662543157,541,11.703001
1608,504705905886,541,11.703038
1609,505421610954,541,11.703654
1610,505922539907,541,11.704084
1611,506289913364,541,11.704399
1612,506352563661,541,11.704453
1613,507305520026,541,11.705270
1614,509106606662,541,11.706809
1615,509375660462,541,11.707038
1616,509497357461,541,11.707142
1617,509895956242,541,11.707482
1618,510631092847,541,11.708107
1619,510761789773,541,11.708218
1620,511509988672,541,11.708854
1621,511705691328,541,11.709020
1622,511919456975,541,11.709202
1623,512036474798,541,11.709301
1624,512138319193,541,11.709387
1625,513177126907,541,11.710267
1626,513404097033,541,11.710459
1627,513547400530,541,11.710581
1628,513678970754,541,11.710692
1629,514620151620,541,11.711487
1630,515111996176,541,11.711902
1631,515244492682,541,11.712013
1632,515693173246,541,11.712391
1633,515721333566,541,11.712415
1634,515933726227,541,11.712594
1635,516395082576,541,11.712982
1636,516758999666,541,11.713288
1637,517063371574,541,11.713544
1638,517148210196,541,11.713615
1639,517992647033,541,11.714324
1640,518101499322,541,11.714415
1641,518226758074,541,11.714520
1642,519072157018,541,11.715228
1643,519482267632,541,11.715571
1644,519574178275,541,11.715648
1645,519586530712,541,11.715658
1646,521175316349,541,11.716984
1647,521258200081,541,11.717053
1648,521604328069,541,11.717341
1649,522135920784,541,11.717784
1650,522804889270,541,11.718340
1651,522984318317,541,11.718489
1652,523090940938,541,11.718577
1653,524078543690,541,11.719396
1654,524212443608,541,11.719507
1655,524748713840,541,11.719951
1656,525221996490,541,11.720343
1657,526766231646,541,11.721618
1658,527127741790,541,11.721916
1659,527228811237,541,11.721999
1660,527748709976,541,11.722427
1661,527914214073,541,11.722563
1662,528371414856,541,11.722939
1663,528417149067,541,11.722977
1664,528722922942,541,11.723228
1665,528854148275,541,11.723336
1666,529953419999,541,11.724238
1667,530106690033,541,11.724363
1668,530434957257,542,11.724632
1669,531186334345,542,11.725247
1670,531865189413,542,11.725802
1671,531934122872,542,11.725858
1672,532152489499,542,11.726036
1673,533316053100,542,11.726985
1674,533995048721,542,11.727537
1675,534660908942,542,11.728078
1676,534790056633,542,11.728183
1677,534835190555,542,11.728220
1678,535121806107,542,11.728453
1679,535228020833,542,11.728539
1680,535401375252,542,11.728679
1681,535462818128,542,11.728729
1682,535838501532,542,11.729034
1683,535871163183,542,11.729060
1684,536066279485,542,11.729218
1685,536963106177,542,11.729944
1686,536977021876,542,11.729956
1687,537114969013,542,11.730067
1688,537819996358,542,11.730637
1689,537839505387,542,11.730653
1690,538701693816,542,11.731348
1691,538889097803,542,11.731499
1692,539784175170,542,11.732220
1693,539927927117,542,11.732336
1694,539936215107,542,11.732342
1695,540044217711,542,11.732429
1696,540332879825,542,11.732661
1697,540359660604,542,11.732683
1698,540918774445,542,11.733132
1699,541871281938,542,11.733896
1700,542235898211,542,11.734188
1701,542735345262,542,11.734588
1702,543125409304,542,11.734900
1703,543197155960,542,11.734957
1704,543882800296,542,11.735505
1705,543892969247,542,11.735513
1706,544054811572,542,11.735643
1707,544837849975,542,11.736267
1708,544900691055,542,11.736317
1709,544947738933,542,11.736355
1710,545000751248,542,11.736397
1711,545197316003,542,11.736554
1712,546439798397,542,11.737542
1713,546655412248,542,11.737714
1714,546746461642,542,11.737786
1715,547226770340,542,11.738167
1716,547599564246,542,11.738463
1717,547621672554,542,11.738481
1718,547949748673,542,11.738741
1719,548824510477,542,11.739433
1720,548864356339,542,11.739465
1721,550255863380,542,11.740565
1722,550354512960,542,11.740643
1723,550643273587,542,11.740870
1724,550806888806,542,11.740999
1725,550865036598,542,11.741045
1726,550869806779,542,11.741049
1727,550910755203,542,11.741081
1728,551274032906,542,11.741368
1729,551757371522,542,11.741748
1730,552510450314,542,11.742340
1731,553253775420,542,11.742924
1732,553357654028,542,11.743006
1733,553650598182,542,11.743236
1734,553802727379,542,11.743355
1735,553930224440,542,11.743455
1736,554028499878,542,11.743532
1737,554310542545,542,11.743753
1738,555346526513,542,11.744564
1739,555357736812,542,11.744573
1740,555691216536,542,11.744834
1741,555885776602,542,11.744986
1742,556040830484,542,11.745107
1743,556456359013,542,11.745431
1744,556913527351,542,11.745788
1745,557936209622,543,11.746585
1746,558025855866,543,11.746654
1747,558728793309,543,11.747201
1748,558987249407,543,11.747402
1749,559149251915,543,11.747528
1750,559851778752,543,11.748073
1751,559905267934,543,11.748115
1752,560221348046,543,11.748360
1753,560351357230,543,11.748460
1754,560537027587,543,11.748604
1755,560670447699,543,11.748708
1756,560780500456,543,11.748793
1757,561108509319,543,11.749047
1758,561489158432,543,11.749341
1759,562010612270,543,11.749745
1760,563348566793,543,11.750777
1761,564065178312,543,11.751329
1762,565911353539,543,11.752748
1763,566283915326,543,11.753034
1764,566510522985,543,11.753208
1765,566922179023,543,11.753523
1766,567871730301,543,11.754250
1767,568063881412,543,11.754397
1768,568252732396,543,11.754542
1769,568689801857,543,11.754875
1770,568814505015,543,11.754971
1771,569244478156,543,11.755299
1772,571595988277,543,11.757089
1773,571763583236,543,11.757216
1774,572722170517,543,11.757944
1775,572815607222,543,11.758015
1776,573370697281,543,11.758435
1777,573644035567,543,11.758642
1778,574213414260,543,11.759073
1779,574544258902,543,11.759323
1780,574642871909,543,11.759398
1781,575173417143,543,11.759799
1782,575417255561,543,11.759983
1783,575552905228,543,11.760085
1784,575737807731,543,11.760225
1785,576114068622,543,11.760508
1786,576373316431,543,11.760704
1787,576402140275,543,11.760726
1788,576762170167,543,11.760997
1789,576827022065,543,11.761046
1790,577015790846,543,11.761188
1791,577416216967,543,11.761489
1792,577510511179,543,11.761560
1793,577696712954,543,11.761700
1794,577955677175,543,11.761895
1795,578210555194,543,11.762086
1796,578506868973,543,11.762309
1797,578890949011,543,11.762597
1798,579361596282,543,11.762950
1799,579423343329,543,11.762996
1800,579625632555,543,11.763148
1801,580185042736,543,11.763567
1802,580289404023,543,11.763645
1803,580441944052,543,11.763759
1804,580605466583,543,11.763881
1805,580920768818,543,11.764117
1806,581415744508,543,11.764487
1807,581488136845,543,11.764541
1808,581661880716,543,11.764671
1809,581885050751,543,11.764837
1810,581962531406,543,11.764895
1811,582543132388,543,11.765328
1812,582550689111,543,11.765334
1813,582989153013,543,11.765660
1814,583244184243,543,11.765850
1815,584034030565,543,11.766438
1816,584295447232,543,11.766633
1817,584342493997,543,11.766667
1818,584947709831,543,11.767117
1819,585206710326,543,11.767309
1820,585643572388,543,11.767633
1821,586133684276,543,11.767997
1822,586566468736,544,11.768317
1823,586619945770,544,11.768357
1824,586714553234,544,11.768427
1825,586917662619,544,11.768577
1826,587144947511,544,11.768745
1827,587248410687,544,11.768822
1828,587301225323,544,11.768861
1829,587629400151,544,11.769104
1830,588205547202,544,11.769529
1831,588209069729,544,11.769532
1832,588434721821,544,11.769698
1833,589469172348,544,11.770461
1834,589754837267,544,11.770672
1835,591379432076,544,11.771866
1836,591460596480,544,11.771926
1837,593015880099,544,11.773066
1838,594606919557,544,11.774230
1839,594923792952,544,11.774461
1840,594968850765,544,11.774494
1841,595206990779,544,11.774668
1842,595284704599,544,11.774725
1843,595366580639,544,11.774784
1844,595960131704,544,11.775217
1845,595965500405,544,11.775221
1846,596151180222,544,11.775356
1847,597080487837,544,11.776033
1848,597291142359,544,11.776186
1849,597301143361,544,11.776193
1850,597946598254,544,11.776662
1851,598194767448,544,11.776843
1852,598396585456,544,11.776989
1853,598418086993,544,11.777005
1854,599609405829,544,11.777868
1855,600184851630,544,11.778285
1856,600783610005,544,11.778718
1857,602267322123,544,11.779789
1858,602447204863,544,11.779919
1859,602472334310,544,11.779937
1860,603114409695,544,11.780400
1861,603234421505,544,11.780486
1862,604315993220,544,11.781264
1863,605107574554,544,11.781833
1864,605157343252,544,11.781868
1865,605720016676,544,11.782272
1866,606469829401,544,11.782809
1867,607647488422,544,11.783652
1868,608152433874,544,11.784012
1869,608707597889,544,11.784409
1870,609060274417,544,11.784660
1871,610059403014,544,11.785372
1872,610238338911,544,11.785499
1873,610596484138,544,11.785754
1874,610604909845,544,11.785760
1875,610812841267,544,11.785908
1876,610818486699,544,11.785912
1877,610920464490,544,11.785985
1878,611263741619,544,11.786229
1879,611791799804,544,11.786604
1880,611875145609,544,11.786663
1881,611914784561,544,11.786691
1882,612590260180,544,11.787170
1883,612633445178,544,11.787201
1884,613358260696,544,11.787714
1885,613607449445,544,11.787891
1886,613914064582,544,11.788108
1887,614002529588,544,11.788170
1888,614002690481,544,11.788170
1889,614436871761,544,11.788477
1890,614691073794,544,11.788657
1891,614740835886,544,11.788692
1892,615078943902,544,11.788931
1893,615162704246,544,11.788990
1894,615317651586,544,11.789099
1895,615498458679,544,11.789227
1896,616887915316,545,11.790206
1897,616978800780,545,11.790270
1898,617398405634,545,11.790566
1899,617565377981,545,11.790683
1900,617975975945,545,11.790972
1901,618447375408,545,11.791303
1902,618545952914,545,11.791372
1903,618966872706,545,11.791667
1904,619095386027,545,11.791758
1905,619475391167,545,11.792024
1906,619617750128,545,11.792124
1907,619816600023,545,11.792263
1908,620696758240,545,11.792879
1909,621115283034,545,11.793172
1910,621219865564,545,11.793245
1911,622507566457,545,11.794145
1912,622659790421,545,11.794251
1913,623090975408,545,11.794551
1914,623149990566,545,11.794593
1915,623948907082,545,11.795149
1916,624048015830,545,11.795218
1917,624694537646,545,11.795668
1918,624719077219,545,11.795685
1919,624798722565,545,11.795740
1920,624807590485,545,11.795746
1921,626438763037,545,11.796879
1922,626669571693,545,11.797039
1923,626908160136,545,11.797204
